stop_id,pop_within_200m,pop_within_500m,pop_within_1km
0410OAS,2704,17065,73408
0410OAU,3252,20419,85207
0410OEA,126,1160,9804
0410OJH,4658,26688,96578
0410OKL,4704,31401,117870
0410OML,2241,14861,64470
0410PAW,831,5003,18738
0410PCE,9207,48070,170911
0410PDA,4704,29403,119801
0410PFJ,4186,25923,93542
0410PH8,1976,12391,59998
0410PST,2685,17019,73125
0410PWS,6589,35101,127292
0410RAT,4207,25919,101251
0410RIK,3908,22148,101004
0410RPT,72,451,2625
0410RSK,1041,11258,59216
0410RST,5151,34664,114086
0410RTO,8350,53957,199003
0410SAH,9496,57507,207935
0410SIA,5669,35218,116703
0410SNI,2086,13235,94511
0410SSO,4704,30909,114504
0410TAM,4704,29599,116841
0410TEN,3263,20558,83880
0410THU,816,5891,25006
0410TIA,9399,57330,206988
0410TKY,72,451,1805
0410TMH,2736,17380,77617
0410TOA,4660,27485,100721
0410TOS,1761,11317,82499
0410TSH,9239,56894,206860
0410UGI,757,4731,29725
0410UIA,6063,36415,125065
0410UIY,4704,29657,117301
0410ULA,4415,25270,91974
0410USP,4704,32766,114847
0410WAA,5003,31547,118697
0410WDA,11279,63552,205077
0410YYN,1290,8111,34379
04111YO,11571,62274,168489
04112G4,3538,21434,81885
0411A1M,5317,31002,108291
0411AAG,2086,13041,59213
0411AAN,4617,24224,85036
0411AAS,757,5090,26763
0411ABT,1656,10243,42753
0411ACD,2844,17533,70805
0411ACE,5317,30475,107109
0411ADR,2797,17408,70311
0411AGI,10944,67512,277788
0411AIO,11578,61953,163007
0411AJW,6532,33064,120939
0411AKI,4721,28935,102605
0411ALB,925,5639,23152
0411AOO,1268,8597,36881
0411AOT,911,5108,17888
0411APA,931,4990,17816
0411ASC,718,4389,25060
0411ASI,5591,33512,113697
0411AUJ,4228,25195,93694
0411AWA,3328,21667,91601
0411BEN,3668,23602,94262
0411BIA,5110,31466,117111
0411BLK,6285,25523,78018
0411BP1,4704,29403,119837
0411BPF,3538,22232,89820
0411BPS,72,451,1805
0411BYU,4704,29403,116456
0411CAI,3808,23470,108343
0411CAR,2870,18863,88829
0411CAT,2885,17600,71934
0411CER,6830,38208,128446
0411CGR,1166,7292,29747
0411CIR,2876,17590,70699
0411CRG,377,2359,10564
0411CRN,5317,28105,108872
0411CST,3707,21015,87705
0411DC,2869,17775,74985
0411DEI,7493,59648,180662
0411DGC,2830,17545,71219
0411DLP,3540,24786,108279
0411DRU,6822,45980,203375
0411DTB,1166,7348,33522
0411EAO,8825,53705,152706
0411EAS,7627,50594,172711
0411EDS,11539,62745,170332
0411EEA,1007,10284,90349
0411EEE,4108,24412,95026
0411EER,11548,62912,170420
0411EIL,3341,20801,82167
0411ELC,4358,27765,115309
0411ELL,903,5597,22229
0411ERC,2086,13073,55768
0411EST,2807,17431,70356
0411ETA,890,5484,22118
0411GMM,2177,13308,46171
0411GOI,5751,34442,120457
0411GSA,6351,37714,153447
0411GSL,1083,6774,26808
0411HHI,4678,27756,95006
0411HMZ,2846,17666,76425
0411HOM,1868,11109,42416
0411HRB,4704,29403,121045
0411HSG,3777,20939,78076
0411IFB,6589,35531,128653
0411ILO,1007,6021,64890
0411ILP,4633,26397,95585
0411IMU,3778,22704,111505
0411IOT,4704,30351,114069
0411IRL,128,792,3499
0411IRS,916,5334,19420
0411IRT,7201,38182,127829
0411ITO,72,451,1805
0411IWA,4276,26201,98272
0411JEA,4676,28191,100502
0411JNV,4356,29155,116385
0411JSC,4507,29370,111324
0411JUU,4704,32962,117462
0411KAA,11045,67750,271570
0411KCF,11578,61658,158192
0411KDW,2823,17439,71532
0411KOI,1322,9783,83020
0411KPL,1166,7318,31298
0411KPS,5317,32544,115660
0411KSD,1976,12599,57249
0411LCR,1083,6801,28947
0411LRF,4637,28871,112041
0411MAA,4528,25580,97530
0411MAS,3943,25258,107461
0411MCR,4704,29374,111221
0411MCW,3387,20853,83926
0411MEB,757,4731,29013
0411MIR,2000,12084,49576
0411MPT,1282,7601,28961
0411MRB,2086,13041,51842
0411MSC,3659,22821,82127
0411MUT,4803,30268,119084
0411MZW,3708,22234,97812
0411N,4924,30887,117229
0411NAA,704,4352,29139
0411NAH,2086,13041,78464
0411NAI,4093,24981,93225
0411NDL,3192,19092,74896
0411NGS,4637,26213,96626
0411NII,2041,15225,68916
0411NJR,1083,6774,23855
0411NJT,5906,36443,122214
0411NLE,3735,24626,107192
0411NOO,72,451,2488
0411NRI,4704,29976,118714
0411NSE,5796,36183,120427
0411NSO,924,5210,18926
0411OAT,5598,33403,152784
0411OKR,4701,27860,104017
0411ONY,4991,41258,191827
0411OOC,750,4478,17642
0411OOK,11578,61881,166269
0411OON,4469,25468,92601
0411OOO,4704,29403,121398
0411OOU,2820,17404,69506
0411ORE,4329,26853,104922
0411OTR,758,4885,49736
0411P1M,6510,32951,120411
0411P3A,6589,42036,154545
0411PAC,2086,13041,55321
0411PEV,1007,9644,86826
0411PFJ,4335,26498,94893
0411PFS,4704,28640,109322
0411PH5,1976,12351,52637
0411PST,2826,17473,79782
0411RCK,5524,35450,149348
0411REB,4004,24040,94067
0411RIB,10407,54617,223263
0411RIK,3961,22293,101218
0411RND,6589,34829,125634
0411RON,9015,53616,150565
0411RRC,11578,61977,164630
0411RST,6866,37580,118435
0411RUU,4704,31467,112704
0411RVP,6589,35474,128363
0411SAS,1001,10448,97432
0411SIA,9103,55314,184442
0411SIE,1083,7009,29754
0411SIR,1183,7398,25854
0411SKA,3634,23407,107999
0411SMY,3696,22590,93951
0411SNC,10181,57559,157820
0411SOS,4704,31352,115140
0411SP1,8514,54541,203014
0411STJ,8253,55804,174894
0411STO,2840,17502,79899
0411SUQ,3538,21619,84053
0411SVN,1976,12351,52993
0411TAA,1006,6251,73378
0411TAM,913,4863,17371
0411TAU,9195,56707,207426
0411TEM,4680,27552,100710
0411TEN,3355,20773,82547
0411TGS,1976,12351,59307
0411TMH,2861,17693,79012
0411TOL,4501,28455,113219
0411TRH,2515,19286,83703
0411TSH,9166,56712,206613
0411UAJ,4150,25201,93601
0411UB1,4704,29403,117791
0411UJL,4300,27329,115771
0411URD,6834,46012,203421
0411VAU,5688,35913,118986
0411YYA,1271,8023,34153
0412CAR,2865,18863,88546
0412CSD,3731,20132,85282
0412CTI,1924,12938,63683
0412DLP,3546,25259,108513
0412DON,2225,14979,64961
0412KNC,757,4731,22580
0412MKD,2858,17557,70717
0412MTH,827,13801,66326
0412MTW,820,13304,65574
0412NAI,3643,19821,76328
0412TSR,757,4928,38993
0413PSB,377,2359,9438
04O2CLT,2010,12934,59466
0500AA,2966,33858,150115
0500AAL,674,5605,42719
0500AAZ,158,989,3958
0500ABL,584,2941,11776
0500ACA,0,0,0
0500ACC,158,989,3959
0500AGB,158,989,3959
0500AHS,584,3068,11680
0500AKI,158,989,3959
0500ALA,0,0,0
0500AME,584,3653,14815
0500ANE,1193,7243,25707
0500APJ,627,4167,17018
0500AST,184,1263,5985
0500AUT,184,1141,3976
0500BAL,1193,7458,27722
0500BAR,0,0,0
0500BAS,377,2359,9438
0500BDS,139,862,3442
0500BLZ,1193,7458,26964
0500BMS,120,808,3332
0500BOI,830,4780,17189
0500BPS,0,0,0
0500BRM,0,0,0
0500CAB,718,4388,26498
0500CAM,139,866,3472
0500CAR,158,989,3959
0500CAU,0,0,0
0500CHN,377,2359,9438
0500CIT,584,4092,22632
0500CLX,0,0,0
0500CMZ,158,989,3955
0500COC,584,3641,13312
0500CON,139,869,3461
0500CRW,377,2359,9438
0500CSH,691,4888,36790
0500CUE,139,876,3532
0500CUV,158,989,3958
0500DAD,158,989,3951
0500DAK,584,3568,13684
0500DBC,158,989,3959
0500DMS,680,4542,45015
0500DRN,158,989,3959
0500DVK,0,0,0
0500ELD,146,952,3892
0500EPZ,0,0,0
0500EVP,377,2359,10649
0500EXC,0,0,0
0500EYR,1581,10891,44345
0500FAA,0,0,0
0500FCT,584,3255,12333
0500FLT,0,0,0
0500FNA,833,5393,20260
0500FRT,158,989,3959
0500FTM,0,0,0
0500GCG,0,0,0
0500GCT,158,989,3959
0500GOE,584,3651,13795
0500HAW,0,0,0
0500HAZ,1193,7428,30150
0500HIC,184,1156,4624
0500HJS,81,882,4167
0500HLL,158,989,3959
0500HLM,128,860,3681
0500HLT,158,989,3959
0500HMN,158,989,3959
0500HRN,158,989,3959
0500HSM,0,0,0
0500HST,120,752,3086
0500HZS,1193,7418,30365
0500IKO,158,989,3959
0500IMD,2966,17864,103588
0500ITM,158,989,3953
0500JCC,1193,7458,27663
0500JKL,377,2359,9438
0500KAE,0,0,0
0500KAN,0,0,0
0500KAP,40,1519,8332
0500KBL,158,989,3583
0500KBR,1505,11028,45175
0500KCH,158,989,3959
0500KCL,158,989,3959
0500KCY,158,989,3959
0500KEA,377,2359,9890
0500KHN,0,0,0
0500KJI,0,0,0
0500KKM,0,0,0
0500KLB,584,3697,16544
0500KMC,0,0,0
0500KME,584,3789,20220
0500KMR,0,0,0
0500KNC,0,85,793
0500KOB,1190,7378,29380
0500KPS,1055,6387,26954
0500KRJ,158,989,3959
0500KRT,0,0,0
0500KSG,943,6073,27091
0500KSP,158,989,3959
0500KSR,0,0,0
0500KTT,120,752,31696
0500KWG,377,2359,9518
0500KWI,584,3646,13406
0500KWT,377,2359,9438
0500LBN,158,989,3811
0500LGS,120,752,3008
0500LIM,0,0,152
0500LMA,0,0,162
0500LRJ,158,989,3959
0500MAR,1193,7412,27759
0500MBT,0,10,1699
0500MBZ,158,989,3959
0500MCH,1166,7293,30637
0500MCT,158,989,3959
0500MEM,2257,15305,74312
0500MER,32,216,883
0500MGA,584,3653,20904
0500MGC,0,0,0
0500MGH,1002,6536,27924
0500MGT,0,0,0
0500MGY,584,3956,19799
0500MIN,584,3636,13609
0500MIO,1105,7079,28747
0500MJN,0,152,921
0500MKY,158,989,3959
0500MLN,0,0,0
0500MMU,139,870,3030
0500MOW,584,3730,21632
0500MPF,584,3671,15845
0500MPK,158,989,3918
0500MPS,1418,11050,45479
0500MRL,158,989,3959
0500MSC,1603,10806,43729
0500MSL,158,989,3959
0500MSQ,1187,7548,29951
0500MSR,0,0,0
0500MSU,158,989,3959
0500MSV,158,989,3956
0500MSW,158,989,3635
0500MUQ,2440,15231,53965
0500MWR,158,989,3959
0500NBA,158,989,3959
0500NBW,0,0,0
0500NDB,584,3313,14172
0500NDG,158,989,3957
0500NGA,0,0,0
0500NLP,0,0,0
0500NMJ,0,0,0
0500NNE,0,0,0
0500NRA,584,4565,25586
0500NSK,2916,22328,94425
0500NTN,0,0,730
0500NTU,0,0,0
0500NYT,0,0,0
0500NYY,1291,8165,34680
0500OAI,829,4799,18032
0500OBT,0,0,0
0500OLR,0,0,0
0500OLS,1193,7457,28374
0500OOB,158,989,3959
0500ORP,120,752,3008
0500OSA,584,3194,12119
0500PCH,1076,7126,29098
0500PHP,1193,7450,28259
0500PLC,0,0,0
0500PLV,1193,7448,26631
0500PNR,827,4566,16926
0500PTL,0,0,23
0500PVE,1177,6370,23825
0500QRL,158,989,3819
0500RAJ,377,2359,9438
0500RAL,1166,7290,29647
0500RLN,584,3832,16208
0500RMP,0,0,0
0500RNG,0,0,69
0500RNO,0,0,0
0500RRN,584,4162,24641
0500RTN,1147,7670,31781
0500S39,0,0,0
0500SAA,377,2359,9839
0500SAE,158,989,3959
0500SAT,584,4963,26140
0500SBK,0,0,474
0500SCS,838,5790,26437
0500SFA,1062,7328,29227
0500SHL,838,5417,21268
0500SHM,0,0,261
0500SKR,584,3653,13946
0500SKW,120,752,3008
0500SLN,0,0,573
0500SMI,0,0,0
0500SMR,828,5396,22318
0500SNA,1193,6590,24288
0500SNR,0,1,320
0500SST,0,0,0
0500STM,666,4260,17444
0500STR,1398,10335,47488
0500STS,0,0,0
0500SUP,1402,10799,44961
0500SWR,140,881,3561
0500SYJ,0,0,41
0500SYK,0,0,0
0500TAB,1193,7451,27781
0500TBA,2638,17022,77546
0500TEA,1193,7173,25650
0500TJI,2690,17180,70729
0500TKS,377,2359,9576
0500TNI,184,1140,3970
0500TOL,0,17,548
0500TON,973,6230,67683
0500TRN,0,0,0
0500TSH,966,7348,81472
0500/TT,120,752,4416
0500TTK,158,989,3959
0500TUR,1402,10453,45681
0500TUY,0,0,0
0500UFK,33,219,889
0500UIR,584,4138,24402
0500URO,1401,10489,45113
0500VUM,1193,7455,27316
0500WAT,851,6268,27951
0500WNN,1193,7458,26823
0500WTH,0,0,0
0500WTO,158,989,3959
0501AAD,1394,11014,45482
0501ACA,0,0,0
0501ADV,0,0,0
0501AES,1042,6709,26644
0501AFL,120,752,24241
0501AGC,158,989,3959
0501AKL,584,3744,18195
0501AMB,584,2913,11651
0501AMN,184,1156,4358
0501AMR,780,5154,36497
0501APJ,754,4500,17695
0501APV,714,6652,40544
0501ATH,584,3047,11618
0501ATL,0,0,0
0501BAL,1193,7458,27780
0501BAN,1166,7324,29897
0501BDS,138,859,3437
0501BLU,1092,7484,36427
0501BLZ,1193,7458,27101
0501BMH,584,3653,14975
0501BMS,137,862,3439
0501BOT,158,989,3959
0501BRE,377,2359,13829
0501BRK,377,2359,9438
0501CEM,158,989,3425
0501CHI,120,752,3008
0501CHN,377,2359,9438
0501CIC,1392,8492,34178
0501CIV,1392,8616,33339
0501COG,158,989,3959
0501COI,584,3639,13286
0501CRW,377,2359,9438
0501CUE,2966,35709,126195
0501DAR,1176,7345,29723
0501DBB,158,989,3959
0501DBC,158,989,3959
0501DME,789,4886,42938
0501DSC,1392,9228,36955
0501EAR,0,0,0
0501ELD,37,228,1751
0501ENE,0,0,0
0501ERR,0,0,0
0501EXC,0,0,0
0501FAR,158,989,3959
0501FDE,954,9512,89254
0501FOR,158,989,3959
0501FRC,584,3268,12394
0501GMS,1654,8847,34347
0501GTD,377,2359,13025
0501GTH,1193,6914,24921
0501HAZ,1193,7427,30128
0501HCC,0,140,988
0501HLC,158,989,3959
0501HLR,158,989,3959
0501HMA,158,989,3959
0501HOT,1392,8547,33723
0501IMR,1995,12014,48694
0501INR,1166,7290,31173
0501JKL,377,2359,9438
0501KAD,584,3590,13834
0501KAE,158,989,3959
0501KBL,1408,8898,35149
0501KBX,158,989,3619
0501KCL,158,989,3959
0501KCR,158,989,3959
0501KDO,1392,9793,39170
0501KDT,1406,10079,40849
0501KET,158,989,3959
0501KIL,158,989,3959
0501KIR,120,752,3008
0501KIS,0,0,0
0501KMC,0,0,0
0501KNA,158,989,3959
0501KNL,0,0,0
0501KOD,158,989,3959
0501KPT,1193,7441,28556
0501KPU,757,6673,31125
0501KRD,584,3653,17458
0501KSG,0,0,0
0501KSN,126,824,3581
0501KSP,158,989,3959
0501KSS,158,989,3959
0501KWG,377,2359,9539
0501KWK,377,2359,9524
0501LRJ,158,989,3959
0501LSR,0,0,0
0501MAB,158,989,3959
0501MAG,1392,8035,31794
0501MAL,158,989,3622
0501MAS,158,989,3959
0501MAU,158,989,3959
0501MBE,120,752,4577
0501MBO,158,989,3959
0501MBT,0,11,2221
0501MDN,584,3639,13599
0501MIA,184,1129,3931
0501MIL,1392,8603,33564
0501MJN,0,128,865
0501MKR,138,869,3472
0501MKS,1522,10871,44606
0501MLG,0,0,11
0501MLK,158,989,3959
0501MOA,1978,11669,45602
0501MOE,1392,8512,31689
0501MQE,1193,7445,28527
0501MRG,138,875,3552
0501MSA,1133,6222,23482
0501NDG,158,989,3959
0501NEK,617,4807,20619
0501NIB,0,36,707
0501NKO,0,0,0
0501NLP,0,0,0
0501NMD,1422,10999,45329
0501NMJ,0,0,0
0501NNL,584,3871,16300
0501NNP,138,865,3465
0501NPC,158,989,3906
0501NTN,0,0,629
0501NYY,1266,8008,34153
0501OCN,125,811,3539
0501OHA,36,450,2827
0501OIL,120,752,3008
0501OIN,787,5305,21637
0501OLA,184,1272,6012
0501OLR,0,0,0
0501OLS,1193,7456,28453
0501ONM,0,0,0
0501OTT,1266,8601,36916
0501OUT,0,0,0
0501PCE,0,0,0
0501PRI,120,752,3771
0501PTN,1193,7440,28481
0501PVW,1193,7458,26919
0501RCK,584,3653,17330
0501RCR,584,3653,15791
0501RET,126,813,3543
0501RIA,1193,7424,29327
0501RIM,0,0,0
0501RIV,1193,7451,27806
0501RNG,0,0,75
0501RNP,0,0,0
0501RRI,1404,10513,45140
0501RTI,1193,7435,28718
0501S39,0,0,0
0501SBD,1193,7458,26954
0501SBK,0,0,432
0501SDG,913,5118,17912
0501SDO,1965,12212,75292
0501SEL,923,5626,21926
0501SGC,1193,7445,28210
0501SHM,0,0,254
0501SKN,0,0,0
0501SLM,0,0,0
0501SNA,1193,6634,24382
0501SRI,1193,6537,24119
0501STM,0,0,0
0501STS,0,0,0
0501SVK,1192,7412,29367
0501SYC,0,0,350
0501SYJ,0,0,24
0501TAM,158,989,3959
0501TFS,724,4407,17940
0501TKS,377,2359,9557
0501TLL,0,10,511
0501TML,1392,8375,36388
0501TTO,584,3626,15561
0501UCH,799,4896,42962
0501UMI,0,0,0
0501UTJ,184,1054,3732
0501VIL,377,2359,10411
0501VLG,0,0,0
0501VNL,0,0,0
0501VOD,142,891,3569
0501WCK,120,752,3081
0501WEB,1392,9253,36606
0501WIL,824,5913,36355
0501WMN,0,0,0
0501ZZL,158,989,3959
0502AMB,757,4731,26498
0502BMA,158,941,3600
0502DVK,0,0,0
0503CNA,584,4060,19725
0503HRS,3988,14527,49250
0503KNK,158,989,3959
0503KRL,158,989,3959
0503MZW,9292,51867,130745
0503PEV,377,2359,11076
0503STS,1399,10333,47632
0503TMO,1298,7882,33548
0510AAD,0,0,0
0510AAF,1803,11381,45198
0510AAN,120,752,9730
0510AAU,36,228,951
0510ABO,120,752,3008
0510ADP,184,1156,4624
0510AEM,829,5404,20282
0510AGP,757,6510,30793
0510AGR,120,752,3008
0510AIH,1193,7458,26647
0510AIM,1595,10729,44244
0510AIR,1837,10786,39905
0510AIW,2966,35749,170035
0510ALM,778,5605,36597
0510AMN,184,1156,4484
0510AMR,700,5367,36688
0510ANI,293,1789,7156
0510AOC,3039,22949,91596
0510ARA,0,0,0
0510ARK,1193,7425,28462
0510ATL,826,5037,18868
0510ATN,184,1045,3711
0510AVT,778,4669,16389
0510BAL,849,6160,27816
0510BEI,833,5421,21871
0510BKM,139,876,3486
0510BLV,826,5406,21822
0510BRC,120,752,3008
0510BRK,377,2359,9438
0510CAN,714,4590,45175
0510CAO,142,893,3574
0510CFI,120,752,3130
0510CNG,1166,7308,30264
0510CRH,120,752,3008
0510CUN,840,6158,25618
0510DOT,1166,7290,31620
0510DUS,1166,7290,30572
0510DVM,1392,9812,41216
0510E4E,120,752,17785
0510EAR,0,0,0
0510EAZ,184,1156,4624
0510EGL,141,871,3458
0510EKI,184,1156,4624
0510EMG,120,752,3398
0510EON,120,752,19143
0510EPN,969,10473,91205
0510EPR,120,752,3008
0510EPZ,0,0,0
0510ERE,0,0,0
0510ETG,158,989,3959
0510FGT,2440,14084,50983
0510FHI,1805,11457,44085
0510GAH,1193,7053,25225
0510GIE,0,0,209
0510GMS,1237,7910,32282
0510GSU,184,1156,5174
0510HAS,37,229,1778
0510HDY,158,989,3959
0510HEL,1392,8257,36177
0510HLC,158,989,3959
0510HQS,680,3282,36441
0510IAA,1767,11524,48281
0510IAR,1193,7458,27378
0510IAV,0,0,0
0510IBE,184,1047,3716
0510IBR,1868,10830,39802
0510IDD,1166,7290,31899
0510IIH,4318,14910,50038
0510ITI,184,1144,3986
0510IWT,157,919,3553
0510/JA,820,5068,48736
0510JAS,837,5425,20428
0510JNT,1193,7458,26840
0510KAB,1864,10844,39979
0510KAL,2893,22425,96653
0510KAO,158,989,3959
0510KAS,715,4310,42018
0510KBL,6185,25465,77949
0510KEF,2440,15242,70843
0510KFA,681,4507,45755
0510KIT,0,0,0
0510KJC,158,989,3959
0510KNH,158,989,3959
0510KOB,0,0,2
0510KPT,1193,7458,27089
0510KSM,0,0,0
0510KWR,0,0,0
0510LEN,184,1156,4626
0510LEO,580,2899,13660
0510LGP,733,5531,36701
0510LGT,120,752,3489
0510LIV,120,752,29078
0510LKO,0,0,0
0510LOO,0,33,671
0510LTA,1166,7290,29539
0510LTL,1392,8259,36274
0510LTO,72,469,2457
0510LTY,120,752,3708
0510MAR,796,8604,63006
0510MAS,1193,7456,27828
0510MAY,1303,7894,33572
0510MBL,801,4878,17499
0510MCU,1193,7450,28226
0510MDA,0,0,0
0510MEF,715,5336,36653
0510MES,757,5253,28029
0510MFL,1392,9840,41196
0510MOB,812,4757,17158
0510MSA,1136,6235,23500
0510MSL,0,168,1060
0510MTK,0,0,0
0510MY.,158,989,3959
0510NAE,120,752,3008
0510NAH,120,752,3825
0510NIY,620,4130,16885
0510NRA,584,4443,25397
0510NSA,836,5674,24376
0510NSB,158,989,3959
0510NSS,706,4888,36712
0510NST,0,0,0
0510NTO,184,1156,4648
0510NYS,1391,9344,37589
0510OAI,1193,7442,28510
0510OAL,617,4124,16888
0510OCU,1659,10659,40109
0510ONI,0,0,0
0510PKP,140,883,3569
0510PSA,0,0,0
0510RAN,158,989,3959
0510RAO,665,4254,28963
0510RBT,758,4890,49444
0510RGS,586,3994,16576
0510RIS,1193,6726,24513
0510RKC,0,0,0
0510RQA,158,989,3813
0510RUN,837,4615,16826
0510SAB,820,4643,17296
0510SBR,137,863,3449
0510SCA,712,4373,25300
0510SEA,0,0,0
0510SEM,120,752,18954
0510SHL,0,0,76
0510SJT,832,5411,20492
0510SKN,0,0,0
0510SKY,128,805,3381
0510SLL,0,0,0
0510SLN,0,0,467
0510SMC,1193,7455,27522
0510SMF,36,227,1477
0510SMP,158,989,3959
0510SNS,120,752,22043
0510SOL,158,989,3959
0510SOO,0,0,0
0510SR',120,752,21015
0510SSI,120,752,19108
0510STY,659,4241,31429
0510SYC,0,0,212
0510TAT,120,752,8535
0510TCK,0,0,0
0510TEI,825,4977,18685
0510TEN,125,812,3543
0510TIL,812,5272,21829
0510TIM,1748,11703,59309
0510TKY,0,0,0
0510TLA,1656,11353,50896
0510TML,1392,8273,36184
0510TNZ,158,989,3959
0510TRP,1057,6765,28459
0510TSK,377,2359,9471
0510TSO,813,5658,24425
0510TUM,1824,12420,61839
0510TUO,3255,22948,83399
0510U2E,120,756,9083
0510UAE,806,4795,42032
0510UHO,820,5394,21701
0510UHU,691,3160,34863
0510UJC,120,752,3008
0510URD,855,4215,37608
0510UTJ,184,1049,3719
0510VCT,1183,7361,29600
0510VNL,0,0,0
0510VRA,700,4335,42434
0510WIL,718,6104,36443
0510WOL,702,6093,36489
0510YAN,72,571,2732
0510Z0A,865,4919,18200
0511AA.,2966,33944,145181
0511ABC,120,752,3008
0511ABS,0,0,0
0511ACG,1193,7205,25738
0511ADP,184,1156,4624
0511AGI,128,804,3373
0511AIM,1275,9455,38132
0511AKI,138,932,3852
0511AKR,927,5380,19517
0511ALB,932,6561,29177
0511ALM,0,0,0
0511ALP,0,0,0
0511ANA,120,752,3602
0511AOT,72,451,2369
0511ARA,984,5391,19149
0511ARE,377,2359,9438
0511ARI,36,227,906
0511ASM,1193,7416,27680
0511ASP,1193,7354,26198
0511ASS,35,225,1080
0511ATI,826,4681,16353
0511ATL,1274,7837,30150
0511BAL,932,5659,23592
0511BAN,712,4373,25599
0511BLV,912,5616,22279
0511BND,184,1041,3701
0511BPS,72,451,1805
0511BRK,120,752,3008
0511CAB,667,4260,25700
0511CAN,72,579,2750
0511CAT,158,989,3959
0511CEH,120,752,3008
0511CHN,341,1916,7412
0511CKC,0,47,695
0511CNG,1166,7305,30234
0511CNL,138,866,3455
0511COM,372,2245,9951
0511CPC,903,5514,22197
0511CUE,139,876,3532
0511DNI,584,3353,14362
0511DRE,138,865,3471
0511EAG,1193,6956,25083
0511EBK,584,4128,18902
0511ECC,0,0,0
0511EJS,584,3502,15262
0511EKA,578,2911,13746
0511EOI,72,451,2077
0511EPZ,0,0,0
0511ERS,38,230,1495
0511ERY,1392,9803,40909
0511ESA,120,752,31048
0511GBE,377,2359,10653
0511GEA,940,5678,21622
0511GOH,0,0,0
0511GSU,184,1156,5168
0511GTA,377,3089,14836
0511HIR,1193,7455,27963
0511HOS,0,0,228
0511HSL,184,1156,4624
0511HYG,584,3255,13453
0511IAA,0,53,696
0511IAK,0,54,706
0511IEB,136,861,3446
0511IFC,1277,7706,29373
0511IIK,584,3653,17326
0511IIV,120,752,29267
0511ILI,957,10894,93019
0511IND,1166,7368,32991
0511INR,129,910,3810
0511ISP,120,752,18319
0511ITT,35,224,945
0511IUF,38,230,911
0511IUG,0,0,0
0511KAJ,158,989,3959
0511KAP,467,2464,10333
0511KCF,184,1156,4624
0511KCT,0,0,0
0511KNE,158,989,3959
0511KNH,158,989,3959
0511KOB,0,0,6
0511KSB,584,3653,16988
0511KTM,0,0,0
0511KZE,184,1156,4624
0511LEM,0,0,67
0511LER,584,3665,15541
0511LGT,120,752,4274
0511LLM,817,5064,48959
0511LNA,120,752,3825
0511LSN,120,752,21631
0511LTI,120,752,3712
0511LUP,928,5646,22901
0511LVU,1392,9650,37810
0511MAD,1392,9810,40899
0511MAK,1193,7409,28862
0511MAM,158,989,3959
0511MAT,1190,7378,29383
0511MCH,1166,7290,31342
0511MCU,1193,7451,28239
0511MDK,0,0,0
0511MDO,1746,11040,59274
0511MER,1193,7427,27544
0511MHG,184,1156,4634
0511MLL,0,0,141
0511MMU,138,868,3069
0511MSH,934,5659,20684
0511MSL,0,0,187
0511MTA,954,5034,17715
0511MTE,184,1156,4624
0511NAA,935,5125,18399
0511NAB,1380,9918,38925
0511NAC,158,989,3959
0511NAV,0,0,0
0511NBK,377,2359,9438
0511NGI,120,752,6267
0511NIS,2966,25432,157180
0511NOG,1193,7405,28940
0511NOI,941,5233,18862
0511NTN,0,0,427
0511NYS,1367,8827,36343
0511NYY,1260,7981,34049
0511OAM,910,4851,17347
0511OED,120,752,20901
0511OFM,0,0,0
0511OMT,0,0,395
0511OPR,120,752,3008
0511OST,0,580,6509
0511OTI,120,752,3544
0511OTN,120,752,3409
0511PHC,0,0,0
0511PJC,120,752,3008
0511PLV,1193,7296,25868
0511PNR,933,5003,17850
0511PST,943,5462,19728
0511PTU,35,225,1204
0511RAA,0,0,0
0511RAH,3265,39088,128499
0511RCN,584,3761,15970
0511RDA,813,5018,34525
0511RHR,858,4687,39506
0511RNE,120,757,10400
0511SE.,120,752,3008
0511SHL,0,0,85
0511SIT,9594,52351,131079
0511SMR,947,7065,30597
0511SNA,935,5252,19008
0511SNP,956,7757,83305
0511SOL,158,989,3959
0511SPM,125,845,3644
0511SPS,1193,7370,26258
0511SRG,584,3653,13527
0511SST,955,5714,21745
0511STA,120,752,3008
0511SUP,1393,10727,44784
0511SUY,0,0,0
0511SYK,0,0,0
0511TAN,158,989,3959
0511TAY,120,752,20432
0511TCU,584,3288,14734
0511/TE,2546,25679,78906
0511T.E,951,5708,21381
0511TEV,0,0,0
0511TGG,120,752,20259
0511THC,870,5720,24366
0511TIA,823,4814,16660
0511TLL,0,4,499
0511TOJ,1193,7446,28465
0511TOL,0,0,315
0511TOP,139,882,3567
0511TSH,0,0,0
0511TSK,377,2359,9448
0511TUS,0,0,0
0511TYK,377,2359,9475
0511UCC,109,752,3110
0511UCH,815,4843,43433
0511UHU,822,4848,42037
0511UNG,584,3655,14779
0511USO,120,752,21588
0511UYT,377,2359,9538
0511VHO,1193,7451,27812
0511VOE,881,5755,24419
0511WAM,2966,35745,170206
0511WEP,184,1006,3621
0511WIL,826,5927,36342
0511WKN,0,0,0
0511YRA,0,0,0
0511YSA,0,0,0
0512ADU,757,4731,26473
0512BST,757,5108,38319
0512CMC,757,4731,31416
0512CML,757,4731,29895
0512EAS,757,5079,32479
0512NKG,158,940,3597
0513CAB,2096,10386,69115
0513GTR,36,225,959
