stop_id,ward
0410EAD,Nairobi Central Ward
0410EHA,Harambee Ward
0410EIE,Pipeline Ward
0410ENI,Pipeline Ward
0410ERO,Kariobangi South Ward
0410ETJ,Komarock Ward
0410GRE,Kariobangi South Ward
0410HCO,Harambee Ward
0410HMA,Lower Savanna Ward
0410HMZ,Viwandani Ward
0410HRB,Harambee Ward
0410IBN,Woodley/kenyatta Golf Course Ward
0410IEO,Harambee Ward
0410ILO,Harambee Ward
0410ISR,Matopeni/spring Valley Ward
0410ITN,Harambee Ward
0410J1K,Umoja I Ward
0410JKJ,South C Ward
0410JMN,Umoja I Ward
0410JNC,Kayole North Ward
0410JUO,Umoja Ii Ward
0410K1M,Kayole North Ward
0410KBM,South C Ward
0410KCF,Kayole Central Ward
0410KEE,South C Ward
0410KLL,Makongeni Ward
0410KNS,Komarock Ward
0410KOB,Kariobangi South Ward
0410KSD,Lower Savanna Ward
0410KWC,Umoja I Ward
0410LAM,Lower Savanna Ward
0410LAO,Embakasi Ward
0410LET,Lower Savanna Ward
0410LIT,Harambee Ward
0410LMW,Nairobi West Ward
0410LOM,Viwandani Ward
0410LSE,South C Ward
0410MAK,Harambee Ward
0410MIA,Makongeni Ward
0410MKD,Makongeni Ward
0410MLI,Lower Savanna Ward
0410MRB,Viwandani Ward
0410MRR,Lower Savanna Ward
0410MSB,Upper Savanna Ward
0410MUT,Umoja Ii Ward
0410NA0,Kayole South Ward
0410NAI,Harambee Ward
0410NBT,Umoja Ii Ward
0410NCK,Maringo/hamza Ward
0410NJB,Pipeline Ward
0410NJR,Njiru Ward
0410NKO,Kayole North Ward
0410NML,Kayole South Ward
0410NOD,South C Ward
0410NPB,Maringo/hamza Ward
0410NSE,Umoja Ii Ward
0410OAD,Kayole South Ward
0410OAP,Kayole Central Ward
0410OAS,Makongeni Ward
0410OAU,Umoja Ii Ward
0410OEA,Ruai Ward
0410OJH,Harambee Ward
0410OKL,Harambee Ward
0410OML,Viwandani Ward
0410PAW,South C Ward
0410PCE,Kayole Central Ward
0410PDA,Harambee Ward
0410PFJ,Maringo/hamza Ward
0410PH8,Lower Savanna Ward
0410PST,Makongeni Ward
0410PWS,Komarock Ward
0410RAT,Upper Savanna Ward
0410RIK,Maringo/hamza Ward
0410RPT,Ruai Ward
0410RSK,Nairobi Central Ward
0410RST,Kayole South Ward
0410RTO,Komarock Ward
0410SAH,Kayole Central Ward
0410SIA,Komarock Ward
0410SNI,Viwandani Ward
0410SSO,Harambee Ward
0410TAM,Harambee Ward
0410TEN,Lower Savanna Ward
0410THU,South C Ward
0410TIA,Kayole Central Ward
0410TKY,Ruai Ward
0410TMH,Viwandani Ward
0410TOA,Harambee Ward
0410TOS,Kayole South Ward
0410TSH,Komarock Ward
0410UGI,Nairobi Central Ward
0410UIA,Kariobangi South Ward
0410UIY,Harambee Ward
0410ULA,Harambee Ward
0410USP,Harambee Ward
0410WAA,Umoja I Ward
0410WDA,Kayole North Ward
0410YYN,Nairobi West Ward
04111YO,Kayole Central Ward
04112G4,Maringo/hamza Ward
0411A1M,Umoja I Ward
0411AAG,Viwandani Ward
0411AAN,Harambee Ward
0411AAS,Nairobi Central Ward
0411ABT,Viwandani Ward
0411ACD,Maringo/hamza Ward
0411ACE,Umoja I Ward
0411ADR,Maringo/hamza Ward
0411AGI,Kiamaiko Ward
0411AIO,Kayole Central Ward
0411AJW,Komarock Ward
0411AKI,Umoja Ii Ward
0411ALB,Nairobi South Ward
0411AOO,Landimawe Ward
0411AOT,Nairobi South Ward
0411APA,Nairobi South Ward
0411ASC,Pipeline Ward
0411ASI,Umoja Ii Ward
0411AUJ,Komarock Ward
0411AWA,Umoja Ii Ward
0411BEN,Umoja Ii Ward
0411BIA,Umoja Ii Ward
0411BLK,Pipeline Ward
0411BP1,Harambee Ward
0411BPF,Maringo/hamza Ward
0411BPS,Ruai Ward
0411BYU,Harambee Ward
0411CAI,Mowlem Ward
0411CAR,Maringo/hamza Ward
0411CAT,Maringo/hamza Ward
0411CER,Kariobangi South Ward
0411CGR,Landimawe Ward
0411CIR,Maringo/hamza Ward
0411CRG,Embakasi Ward
0411CRN,Umoja I Ward
0411CST,Pumwani Ward
0411DC,Maringo/hamza Ward
0411DEI,Dandora Area Iii Ward
0411DGC,Maringo/hamza Ward
0411DLP,Maringo/hamza Ward
0411DRU,Airbase Ward
0411DTB,Landimawe Ward
0411EAO,Kayole North Ward
0411EAS,Dandora Area Iii Ward
0411EDS,Kayole Central Ward
0411EEA,Utawala Ward
0411EEE,Komarock Ward
0411EER,Kayole Central Ward
0411EIL,Umoja Ii Ward
0411ELC,Umoja I Ward
0411ELL,Nairobi South Ward
0411ERC,Viwandani Ward
0411EST,Maringo/hamza Ward
0411ETA,Nairobi South Ward
0411GMM,Imara Daima Ward
0411GOI,Harambee Ward
0411GSA,Komarock Ward
0411GSL,Njiru Ward
0411HHI,Harambee Ward
0411HMZ,Maringo/hamza Ward
0411HOM,Viwandani Ward
0411HRB,Harambee Ward
0411HSG,Lower Savanna Ward
0411IFB,Komarock Ward
0411ILO,Utawala Ward
0411ILP,Harambee Ward
0411IMU,Umoja I Ward
0411IOT,Harambee Ward
0411IRL,Ruai Ward
0411IRS,Nairobi South Ward
0411IRT,Kariobangi South Ward
0411ITO,Ruai Ward
0411IWA,Mowlem Ward
0411JEA,Umoja Ii Ward
0411JNV,Pumwani Ward
0411JSC,Harambee Ward
0411JUU,Harambee Ward
0411KAA,Kiamaiko Ward
0411KCF,Kayole Central Ward
0411KDW,Maringo/hamza Ward
0411KOI,Kayole South Ward
0411KPL,Landimawe Ward
0411KPS,Umoja I Ward
0411KSD,Lower Savanna Ward
0411LCR,Njiru Ward
0411LRF,Umoja Ii Ward
0411MAA,Umoja Ii Ward
0411MAS,Komarock Ward
0411MCR,Harambee Ward
0411MCW,Umoja Ii Ward
0411MEB,Nairobi Central Ward
0411MIR,Imara Daima Ward
0411MPT,Landimawe Ward
0411MRB,Viwandani Ward
0411MSC,Pumwani Ward
0411MUT,Harambee Ward
0411MZW,Pumwani Ward
0411N,Umoja Ii Ward
0411NAA,Pipeline Ward
0411NAH,Viwandani Ward
0411NAI,Komarock Ward
0411NDL,Harambee Ward
0411NGS,Umoja Ii Ward
0411NII,Makongeni Ward
0411NJR,Njiru Ward
0411NJT,Komarock Ward
0411NLE,Njiru Ward
0411NOO,Ruai Ward
0411NRI,Harambee Ward
0411NSE,Komarock Ward
0411NSO,Nairobi South Ward
0411OAT,Harambee Ward
0411OKR,Harambee Ward
0411ONY,Airbase Ward
0411OOC,Pipeline Ward
0411OOK,Kayole Central Ward
0411OON,Harambee Ward
0411OOO,Harambee Ward
0411OOU,Maringo/hamza Ward
0411ORE,Mowlem Ward
0411OTR,Pipeline Ward
0411P1M,Komarock Ward
0411P3A,Komarock Ward
0411PAC,Viwandani Ward
0411PEV,Utawala Ward
0411PFJ,Harambee Ward
0411PFS,Harambee Ward
0411PH5,Lower Savanna Ward
0411PST,Maringo/hamza Ward
0411RCK,Komarock Ward
0411REB,Komarock Ward
0411RIB,Kiamaiko Ward
0411RIK,Pumwani Ward
0411RND,Komarock Ward
0411RON,Kayole North Ward
0411RRC,Kayole Central Ward
0411RST,Kayole South Ward
0411RUU,Harambee Ward
0411RVP,Komarock Ward
0411SAS,Utawala Ward
0411SIA,Kayole Central Ward
0411SIE,Njiru Ward
0411SIR,Utawala Ward
0411SKA,Njiru Ward
0411SMY,Pumwani Ward
0411SNC,California Ward
0411SOS,Harambee Ward
0411SP1,Komarock Ward
0411STJ,Dandora Area Iii Ward
0411STO,Maringo/hamza Ward
0411SUQ,Maringo/hamza Ward
0411SVN,Lower Savanna Ward
0411TAA,Utawala Ward
0411TAM,Nairobi South Ward
0411TAU,Komarock Ward
0411TEM,Harambee Ward
0411TEN,Umoja Ii Ward
0411TGS,Lower Savanna Ward
0411TMH,Maringo/hamza Ward
0411TOL,Komarock Ward
0411TRH,Njiru Ward
0411TSH,Komarock Ward
0411UAJ,Komarock Ward
0411UB1,Harambee Ward
0411UJL,Harambee Ward
0411URD,Airbase Ward
0411VAU,Umoja Ii Ward
0411YYA,Landimawe Ward
0412CAR,Makongeni Ward
0412CSD,Pumwani Ward
0412CTI,Makongeni Ward
0412DLP,Maringo/hamza Ward
0412DON,Lower Savanna Ward
0412KNC,Nairobi Central Ward
0412MKD,Maringo/hamza Ward
0412MTH,Nairobi Central Ward
0412MTW,Nairobi Central Ward
0412NAI,Harambee Ward
0412TSR,Nairobi Central Ward
0413PSB,Embakasi Ward
04O2CLT,Lower Savanna Ward
0500AA,Imara Daima Ward
0500AAL,South C Ward
0500AAZ,Karen Ward
0500ABL,South C Ward
0500ACA,Karen Ward
0500ACC,Karen Ward
0500AGB,Karen Ward
0500AHS,South C Ward
0500AKI,Karen Ward
0500ALA,Karen Ward
0500AME,South C Ward
0500ANE,Nairobi South Ward
0500APJ,South C Ward
0500AST,Mihango Ward
0500AUT,Mihango Ward
0500BAL,Nairobi South Ward
0500BAR,Karen Ward
0500BAS,Embakasi Ward
0500BDS,Karen Ward
0500BLZ,Nairobi South Ward
0500BMS,Mugumo-ini Ward
0500BOI,South C Ward
0500BPS,Karen Ward
0500BRM,Karen Ward
0500CAB,Pipeline Ward
0500CAM,Karen Ward
0500CAR,Karen Ward
0500CAU,Kahawa West
0500CHN,Embakasi Ward
0500CIT,South C Ward
0500CLX,Karen Ward
0500CMZ,Karen Ward
0500COC,South C Ward
0500CON,Karen Ward
0500CRW,Embakasi Ward
0500CSH,Mugumo-ini Ward
0500CUE,Karen Ward
0500CUV,Karen Ward
0500DAD,Karen Ward
0500DAK,South C Ward
0500DBC,Karen Ward
0500DMS,Mugumo-ini Ward
0500DRN,Karen Ward
0500DVK,Mugumo-ini Ward
0500ELD,Mihango Ward
0500EPZ,Mugumo-ini Ward
0500EVP,Embakasi Ward
0500EXC,Karen Ward
0500EYR,Nairobi West Ward
0500FAA,Karen Ward
0500FCT,South C Ward
0500FLT,Karen Ward
0500FNA,South C Ward
0500FRT,Karen Ward
0500FTM,Karen Ward
0500GCG,Karen Ward
0500GCT,Karen Ward
0500GOE,South C Ward
0500HAW,Karen Ward
0500HAZ,Nairobi South Ward
0500HIC,Mihango Ward
0500HJS,Ruai Ward
0500HLL,Karen Ward
0500HLM,Ruai Ward
0500HLT,Karen Ward
0500HMN,Karen Ward
0500HRN,Karen Ward
0500HSM,Karen Ward
0500HST,Mugumo-ini Ward
0500HZS,Nairobi South Ward
0500IKO,Karen Ward
0500IMD,Imara Daima Ward
0500ITM,Karen Ward
0500JCC,Nairobi South Ward
0500JKL,Embakasi Ward
0500KAE,Karen Ward
0500KAN,Karen Ward
0500KAP,South C Ward
0500KBL,Karen Ward
0500KBR,Nairobi West Ward
0500KCH,Karen Ward
0500KCL,Karen Ward
0500KCY,Karen Ward
0500KEA,Embakasi Ward
0500KHN,Karen Ward
0500KJI,Karen Ward
0500KKM,Karen Ward
0500KLB,South C Ward
0500KMC,Mugumo-ini Ward
0500KME,South C Ward
0500KMR,Karen Ward
0500KNC,Mugumo-ini Ward
0500KOB,Nairobi South Ward
0500KPS,Nairobi West Ward
0500KRJ,Karen Ward
0500KRT,Karen Ward
0500KSG,Nairobi West Ward
0500KSP,Karen Ward
0500KSR,Karen Ward
0500KTT,Mugumo-ini Ward
0500KWG,Embakasi Ward
0500KWI,South C Ward
0500KWT,Embakasi Ward
0500LBN,Karen Ward
0500LGS,Mugumo-ini Ward
0500LIM,Karen Ward
0500LMA,Karen Ward
0500LRJ,Karen Ward
0500MAR,Nairobi South Ward
0500MBT,South C Ward
0500MBZ,Karen Ward
0500MCH,Landimawe Ward
0500MCT,Karen Ward
0500MEM,Woodley/kenyatta Golf Course Ward
0500MER,Ruai Ward
0500MGA,South C Ward
0500MGC,Karen Ward
0500MGH,Nairobi West Ward
0500MGT,Karen Ward
0500MGY,South C Ward
0500MIN,South C Ward
0500MIO,Nairobi West Ward
0500MJN,Mugumo-ini Ward
0500MKY,Karen Ward
0500MLN,Karen Ward
0500MMU,Karen Ward
0500MOW,South C Ward
0500MPF,South C Ward
0500MPK,Karen Ward
0500MPS,Nairobi West Ward
0500MRL,Karen Ward
0500MSC,Nairobi West Ward
0500MSL,Karen Ward
0500MSQ,Nairobi West Ward
0500MSR,Karen Ward
0500MSU,Karen Ward
0500MSV,Karen Ward
0500MSW,Karen Ward
0500MUQ,Woodley/kenyatta Golf Course Ward
0500MWR,Karen Ward
0500NBA,Karen Ward
0500NBW,Karen Ward
0500NDB,South C Ward
0500NDG,Karen Ward
0500NGA,Karen Ward
0500NLP,Karen Ward
0500NMJ,Mugumo-ini Ward
0500NNE,Kahawa West
0500NRA,South C Ward
0500NSK,Nairobi Central Ward
0500NTN,South C Ward
0500NTU,Karen Ward
0500NYT,Karen Ward
0500NYY,Nairobi West Ward
0500OAI,South C Ward
0500OBT,Mugumo-ini Ward
0500OLR,Karen Ward
0500OLS,Nairobi South Ward
0500OOB,Karen Ward
0500ORP,Mugumo-ini Ward
0500OSA,South C Ward
0500PCH,Nairobi West Ward
0500PHP,Nairobi South Ward
0500PLC,Karen Ward
0500PLV,Nairobi South Ward
0500PNR,South C Ward
0500PTL,Mugumo-ini Ward
0500PVE,Nairobi South Ward
0500QRL,Karen Ward
0500RAJ,Embakasi Ward
0500RAL,Landimawe Ward
0500RLN,South C Ward
0500RMP,Karen Ward
0500RNG,Karen Ward
0500RNO,Mwiki Ward
0500RRN,South C Ward
0500RTN,South C Ward
0500S39,Mugumo-ini Ward
0500SAA,Embakasi Ward
0500SAE,Karen Ward
0500SAT,South C Ward
0500SBK,Mugumo-ini Ward
0500SCS,Nairobi West Ward
0500SFA,Nairobi West Ward
0500SHL,South C Ward
0500SHM,Mugumo-ini Ward
0500SKR,South C Ward
0500SKW,Mugumo-ini Ward
0500SLN,Mugumo-ini Ward
0500SMI,Mugumo-ini Ward
0500SMR,South C Ward
0500SNA,Nairobi South Ward
0500SNR,Mugumo-ini Ward
0500SST,Karen Ward
0500STM,South C Ward
0500STR,Nairobi West Ward
0500STS,Mugumo-ini Ward
0500SUP,Nairobi West Ward
0500SWR,Karen Ward
0500SYJ,Mugumo-ini Ward
0500SYK,Mugumo-ini Ward
0500TAB,Nairobi South Ward
0500TBA,Makongeni Ward
0500TEA,Nairobi South Ward
0500TJI,Makongeni Ward
0500TKS,Embakasi Ward
0500TNI,Mihango Ward
0500TOL,Mugumo-ini Ward
0500TON,Pipeline Ward
0500TRN,Karen Ward
0500TSH,Pipeline Ward
0500/TT,Mugumo-ini Ward
0500TTK,Karen Ward
0500TUR,Nairobi West Ward
0500TUY,Karen Ward
0500UFK,Ruai Ward
0500UIR,South C Ward
0500URO,Nairobi West Ward
0500VUM,Nairobi South Ward
0500WAT,Nairobi West Ward
0500WNN,Nairobi South Ward
0500WTH,Karen Ward
0500WTO,Karen Ward
0501AAD,Nairobi West Ward
0501ACA,Karen Ward
0501ADV,Karen Ward
0501AES,Nairobi South Ward
0501AFL,Mugumo-ini Ward
0501AGC,Karen Ward
0501AKL,South C Ward
0501AMB,South C Ward
0501AMN,Mihango Ward
0501AMR,Nairobi West Ward
0501APJ,Pipeline Ward
0501APV,Mugumo-ini Ward
0501ATH,South C Ward
0501ATL,Karen Ward
0501BAL,Nairobi South Ward
0501BAN,Landimawe Ward
0501BDS,Mugumo-ini Ward
0501BLU,Mugumo-ini Ward
0501BLZ,Nairobi South Ward
0501BMH,South C Ward
0501BMS,Mugumo-ini Ward
0501BOT,Karen Ward
0501BRE,Embakasi Ward
0501BRK,Embakasi Ward
0501CEM,Karen Ward
0501CHI,Mugumo-ini Ward
0501CHN,Embakasi Ward
0501CIC,Nairobi West Ward
0501CIV,Nairobi West Ward
0501COG,Karen Ward
0501COI,South C Ward
0501CRW,Embakasi Ward
0501CUE,Imara Daima Ward
0501DAR,Landimawe Ward
0501DBB,Karen Ward
0501DBC,Karen Ward
0501DME,Nairobi West Ward
0501DSC,Nairobi West Ward
0501EAR,Karen Ward
0501ELD,Ruai Ward
0501ENE,Kahawa West
0501ERR,Mwiki Ward
0501EXC,Karen Ward
0501FAR,Karen Ward
0501FDE,Pipeline Ward
0501FOR,Karen Ward
0501FRC,South C Ward
0501GMS,Imara Daima Ward
0501GTD,Embakasi Ward
0501GTH,Nairobi South Ward
0501HAZ,Nairobi South Ward
0501HCC,Karen Ward
0501HLC,Karen Ward
0501HLR,Karen Ward
0501HMA,Karen Ward
0501HOT,Nairobi West Ward
0501IMR,Imara Daima Ward
0501INR,Landimawe Ward
0501JKL,Embakasi Ward
0501KAD,South C Ward
0501KAE,Karen Ward
0501KBL,Nairobi Central Ward
0501KBX,Karen Ward
0501KCL,Karen Ward
0501KCR,Karen Ward
0501KDO,Nairobi West Ward
0501KDT,Nairobi West Ward
0501KET,Karen Ward
0501KIL,Karen Ward
0501KIR,Mugumo-ini Ward
0501KIS,Karen Ward
0501KMC,Mugumo-ini Ward
0501KNA,Karen Ward
0501KNL,Karen Ward
0501KOD,Karen Ward
0501KPT,Nairobi South Ward
0501KPU,Nairobi Central Ward
0501KRD,South C Ward
0501KSG,Karen Ward
0501KSN,Ruai Ward
0501KSP,Karen Ward
0501KSS,Karen Ward
0501KWG,Embakasi Ward
0501KWK,Embakasi Ward
0501LRJ,Karen Ward
0501LSR,Karen Ward
0501MAB,Karen Ward
0501MAG,Nairobi West Ward
0501MAL,Karen Ward
0501MAS,Karen Ward
0501MAU,Karen Ward
0501MBE,Mugumo-ini Ward
0501MBO,Karen Ward
0501MBT,South C Ward
0501MDN,South C Ward
0501MIA,Mihango Ward
0501MIL,Nairobi West Ward
0501MJN,Mugumo-ini Ward
0501MKR,Mugumo-ini Ward
0501MKS,Nairobi West Ward
0501MLG,Mugumo-ini Ward
0501MLK,Karen Ward
0501MOA,Imara Daima Ward
0501MOE,Nairobi West Ward
0501MQE,Nairobi South Ward
0501MRG,Mugumo-ini Ward
0501MSA,Nairobi South Ward
0501NDG,Karen Ward
0501NEK,South C Ward
0501NIB,Karen Ward
0501NKO,Karen Ward
0501NLP,Karen Ward
0501NMD,Nairobi West Ward
0501NMJ,Mugumo-ini Ward
0501NNL,South C Ward
0501NNP,Mugumo-ini Ward
0501NPC,Karen Ward
0501NTN,South C Ward
0501NYY,Landimawe Ward
0501OCN,Ruai Ward
0501OHA,Ruai Ward
0501OIL,Mugumo-ini Ward
0501OIN,South C Ward
0501OLA,Mihango Ward
0501OLR,Karen Ward
0501OLS,Nairobi South Ward
0501ONM,Karen Ward
0501OTT,Landimawe Ward
0501OUT,Kahawa West
0501PCE,Karen Ward
0501PRI,Mugumo-ini Ward
0501PTN,Nairobi South Ward
0501PVW,Nairobi South Ward
0501RCK,South C Ward
0501RCR,South C Ward
0501RET,Ruai Ward
0501RIA,Nairobi South Ward
0501RIM,Karen Ward
0501RIV,Nairobi South Ward
0501RNG,Karen Ward
0501RNP,Karen Ward
0501RRI,Nairobi West Ward
0501RTI,Nairobi South Ward
0501S39,Mugumo-ini Ward
0501SBD,Nairobi South Ward
0501SBK,Mugumo-ini Ward
0501SDG,Nairobi South Ward
0501SDO,Imara Daima Ward
0501SEL,Nairobi South Ward
0501SGC,Nairobi South Ward
0501SHM,Mugumo-ini Ward
0501SKN,Mugumo-ini Ward
0501SLM,Mugumo-ini Ward
0501SNA,Nairobi South Ward
0501SRI,Nairobi South Ward
0501STM,Karen Ward
0501STS,Mugumo-ini Ward
0501SVK,Nairobi South Ward
0501SYC,Mugumo-ini Ward
0501SYJ,Mugumo-ini Ward
0501TAM,Karen Ward
0501TFS,Pipeline Ward
0501TKS,Embakasi Ward
0501TLL,Mugumo-ini Ward
0501TML,Nairobi West Ward
0501TTO,South C Ward
0501UCH,Nairobi West Ward
0501UMI,Kahawa West
0501UTJ,Mihango Ward
0501VIL,Embakasi Ward
0501VLG,Mugumo-ini Ward
0501VNL,Mugumo-ini Ward
0501VOD,Karen Ward
0501WCK,Mugumo-ini Ward
0501WEB,Nairobi West Ward
0501WIL,Nairobi West Ward
0501WMN,Karen Ward
0501ZZL,Karen Ward
0502AMB,Nairobi Central Ward
0502BMA,Karen Ward
0502DVK,Mugumo-ini Ward
0503CNA,South C Ward
0503HRS,Nyayo Highrise Ward
0503KNK,Karen Ward
0503KRL,Karen Ward
0503MZW,Imara Daima Ward
0503PEV,Embakasi Ward
0503STS,Nairobi West Ward
0503TMO,Nairobi West Ward
0510AAD,Mugumo-ini Ward
0510AAF,Kilimani Ward
0510AAN,Mugumo-ini Ward
0510AAU,Ruai Ward
0510ABO,Mugumo-ini Ward
0510ADP,Mihango Ward
0510AEM,South C Ward
0510AGP,Nairobi Central Ward
0510AGR,Mugumo-ini Ward
0510AIH,Nairobi South Ward
0510AIM,South C Ward
0510AIR,Woodley/kenyatta Golf Course Ward
0510AIW,Imara Daima Ward
0510ALM,Nairobi West Ward
0510AMN,Mihango Ward
0510AMR,Mugumo-ini Ward
0510ANI,Embakasi Ward
0510AOC,Nairobi Central Ward
0510ARA,Mugumo-ini Ward
0510ARK,Nairobi South Ward
0510ATL,South C Ward
0510ATN,Mihango Ward
0510AVT,Embakasi Ward
0510BAL,South C Ward
0510BEI,South C Ward
0510BKM,Karen Ward
0510BLV,South C Ward
0510BRC,Mugumo-ini Ward
0510BRK,Embakasi Ward
0510CAN,Mugumo-ini Ward
0510CAO,Karen Ward
0510CFI,Mugumo-ini Ward
0510CNG,Landimawe Ward
0510CRH,Mugumo-ini Ward
0510CUN,South C Ward
0510DOT,Landimawe Ward
0510DUS,Landimawe Ward
0510DVM,Nairobi West Ward
0510E4E,Mugumo-ini Ward
0510EAR,Karen Ward
0510EAZ,Mihango Ward
0510EGL,Karen Ward
0510EKI,Mihango Ward
0510EMG,Mugumo-ini Ward
0510EON,Mugumo-ini Ward
0510EPN,Pipeline Ward
0510EPR,Mugumo-ini Ward
0510EPZ,Mugumo-ini Ward
0510ERE,Mugumo-ini Ward
0510ETG,Karen Ward
0510FGT,Woodley/kenyatta Golf Course Ward
0510FHI,Kilimani Ward
0510GAH,Nairobi South Ward
0510GIE,Mugumo-ini Ward
0510GMS,South C Ward
0510GSU,Mihango Ward
0510HAS,Ruai Ward
0510HDY,Karen Ward
0510HEL,Nairobi West Ward
0510HLC,Karen Ward
0510HQS,Mugumo-ini Ward
0510IAA,South C Ward
0510IAR,Nairobi South Ward
0510IAV,Mugumo-ini Ward
0510IBE,Mihango Ward
0510IBR,Woodley/kenyatta Golf Course Ward
0510IDD,Landimawe Ward
0510IIH,Nyayo Highrise Ward
0510ITI,Mihango Ward
0510IWT,Karen Ward
0510/JA,Pipeline Ward
0510JAS,South C Ward
0510JNT,Nairobi South Ward
0510KAB,Woodley/kenyatta Golf Course Ward
0510KAL,Nairobi Central Ward
0510KAO,Karen Ward
0510KAS,Mugumo-ini Ward
0510KBL,Pipeline Ward
0510KEF,Woodley/kenyatta Golf Course Ward
0510KFA,Mugumo-ini Ward
0510KIT,Mugumo-ini Ward
0510KJC,Karen Ward
0510KNH,Karen Ward
0510KOB,Karen Ward
0510KPT,Nairobi South Ward
0510KSM,Karen Ward
0510KWR,Karen Ward
0510LEN,Mihango Ward
0510LEO,South C Ward
0510LGP,Mugumo-ini Ward
0510LGT,Mugumo-ini Ward
0510LIV,Mugumo-ini Ward
0510LKO,Karen Ward
0510LOO,Mugumo-ini Ward
0510LTA,Landimawe Ward
0510LTL,Nairobi West Ward
0510LTO,Ruai Ward
0510LTY,Mugumo-ini Ward
0510MAR,Pipeline Ward
0510MAS,Nairobi South Ward
0510MAY,Nairobi West Ward
0510MBL,South C Ward
0510MCU,Nairobi South Ward
0510MDA,Mugumo-ini Ward
0510MEF,Mugumo-ini Ward
0510MES,Nairobi Central Ward
0510MFL,Nairobi West Ward
0510MOB,South C Ward
0510MSA,Nairobi South Ward
0510MSL,Karen Ward
0510MTK,Mugumo-ini Ward
0510MY.,Karen Ward
0510NAE,Mugumo-ini Ward
0510NAH,Mugumo-ini Ward
0510NIY,South C Ward
0510NRA,South C Ward
0510NSA,South C Ward
0510NSB,Karen Ward
0510NSS,Mugumo-ini Ward
0510NST,Karen Ward
0510NTO,Mihango Ward
0510NYS,Nairobi West Ward
0510OAI,Nairobi South Ward
0510OAL,South C Ward
0510OCU,Woodley/kenyatta Golf Course Ward
0510ONI,Kahawa West
0510PKP,Karen Ward
0510PSA,Kahawa West
0510RAN,Karen Ward
0510RAO,South C Ward
0510RBT,Pipeline Ward
0510RGS,South C Ward
0510RIS,Nairobi South Ward
0510RKC,Mugumo-ini Ward
0510RQA,Karen Ward
0510RUN,South C Ward
0510SAB,South C Ward
0510SBR,Mugumo-ini Ward
0510SCA,Pipeline Ward
0510SEA,Mugumo-ini Ward
0510SEM,Mugumo-ini Ward
0510SHL,Mugumo-ini Ward
0510SJT,South C Ward
0510SKN,Mugumo-ini Ward
0510SKY,Mihango Ward
0510SLL,Karen Ward
0510SLN,Mugumo-ini Ward
0510SMC,Nairobi South Ward
0510SMF,Ruai Ward
0510SMP,Karen Ward
0510SNS,Mugumo-ini Ward
0510SOL,Karen Ward
0510SOO,Karen Ward
0510SR',Mugumo-ini Ward
0510SSI,Mugumo-ini Ward
0510STY,South C Ward
0510SYC,Mugumo-ini Ward
0510TAT,Mugumo-ini Ward
0510TCK,Mugumo-ini Ward
0510TEI,South C Ward
0510TEN,Ruai Ward
0510TIL,South C Ward
0510TIM,Makongeni Ward
0510TKY,Karen Ward
0510TLA,South C Ward
0510TML,Nairobi West Ward
0510TNZ,Karen Ward
0510TRP,South C Ward
0510TSK,Embakasi Ward
0510TSO,South C Ward
0510TUM,Makongeni Ward
0510TUO,Nairobi Central Ward
0510U2E,Mugumo-ini Ward
0510UAE,Nairobi West Ward
0510UHO,South C Ward
0510UHU,Mugumo-ini Ward
0510UJC,Mugumo-ini Ward
0510URD,Nairobi West Ward
0510UTJ,Mihango Ward
0510VCT,Nairobi South Ward
0510VNL,Mugumo-ini Ward
0510VRA,Mugumo-ini Ward
0510WIL,Mugumo-ini Ward
0510WOL,Mugumo-ini Ward
0510YAN,Ruai Ward
0510Z0A,South C Ward
0511AA.,Imara Daima Ward
0511ABC,Mugumo-ini Ward
0511ABS,Karen Ward
0511ACG,Nairobi South Ward
0511ADP,Mihango Ward
0511AGI,Ruai Ward
0511AIM,Landimawe Ward
0511AKI,Ruai Ward
0511AKR,Nairobi South Ward
0511ALB,Nairobi South Ward
0511ALM,Karen Ward
0511ALP,Mugumo-ini Ward
0511ANA,Mugumo-ini Ward
0511AOT,Ruai Ward
0511ARA,Nairobi South Ward
0511ARE,Embakasi Ward
0511ARI,Ruai Ward
0511ASM,Nairobi South Ward
0511ASP,Nairobi South Ward
0511ASS,Ruai Ward
0511ATI,Utawala Ward
0511ATL,Landimawe Ward
0511BAL,Nairobi South Ward
0511BAN,Pipeline Ward
0511BLV,Nairobi South Ward
0511BND,Mihango Ward
0511BPS,Ruai Ward
0511BRK,Mugumo-ini Ward
0511CAB,South C Ward
0511CAN,Ruai Ward
0511CAT,Karen Ward
0511CEH,Mugumo-ini Ward
0511CHN,Embakasi Ward
0511CKC,Mugumo-ini Ward
0511CNG,Landimawe Ward
0511CNL,Mugumo-ini Ward
0511COM,South C Ward
0511CPC,Nairobi South Ward
0511CUE,Mugumo-ini Ward
0511DNI,South C Ward
0511DRE,Mugumo-ini Ward
0511EAG,Nairobi South Ward
0511EBK,South C Ward
0511ECC,Mugumo-ini Ward
0511EJS,South C Ward
0511EKA,South C Ward
0511EOI,Ruai Ward
0511EPZ,Mugumo-ini Ward
0511ERS,Ruai Ward
0511ERY,Nairobi West Ward
0511ESA,Mugumo-ini Ward
0511GBE,Embakasi Ward
0511GEA,Nairobi South Ward
0511GOH,Karen Ward
