stop_id,ward
0711`WI,Uthiru/ruthimitu Ward
0711WOA,Uthiru/ruthimitu Ward
0711WRA,Riruta Ward
0711WST,Ngando Ward
0711YQS,Riruta Ward
0712KNH,Kilimani Ward
0712KNT,Woodley/kenyatta Golf Course Ward
0712KRY,Karen Ward
0712KTR,Karen Ward
0712NGG,Karen Ward
0713AYN,Sarang'ombe Ward
0713DMM,Mutu-ini Ward
0713KKY,Uthiru/ruthimitu Ward
0713KNS,Woodley/kenyatta Golf Course Ward
0713NBT,Karen Ward
0713NGM,Woodley/kenyatta Golf Course Ward
0713WNG,Kitisuru Ward
08007IV,Uthiru/ruthimitu Ward
080085_,Kileleshwa Ward
0800AAD,Parklands/highridge Ward
0800AAN,Ngara Ward Ward
0800ACB,Kitisuru Ward
0800ACC,Kitisuru Ward
0800ACH,Kitisuru Ward
0800AES,Kileleshwa Ward
0800AGP,Parklands/highridge Ward
0800AIO,Kilimani Ward
0800AMA,Kitisuru Ward
0800AOO,Kitisuru Ward
0800APA,Kileleshwa Ward
0800APD,Parklands/highridge Ward
0800APH,Karura Ward
0800ARM,Kilimani Ward
0800ARO,Kitisuru Ward
0800'AS,Parklands/highridge Ward
0800ASG,Kitisuru Ward
0800BAC,Kileleshwa Ward
0800BAE,Kitisuru Ward
0800BAM,Parklands/highridge Ward
0800BEC,Kileleshwa Ward
0800BKM,Kitisuru Ward
0800BYS,Karura Ward
0800CCK,Kitisuru Ward
0800CFL,Kileleshwa Ward
0800CHO,Kileleshwa Ward
0800CHR,Kileleshwa Ward
0800CIG,Parklands/highridge Ward
0800CKH,Kitisuru Ward
0800COS,Kilimani Ward
0800COT,Kilimani Ward
0800DER,Kileleshwa Ward
0800DIM,Kitisuru Ward
0800DPT,Kilimani Ward
0800EAI,Parklands/highridge Ward
0800EDS,Parklands/highridge Ward
0800EIG,Kitisuru Ward
0800ELM,Kilimani Ward
0800EML,Kileleshwa Ward
0800ERE,Parklands/highridge Ward
0800ETN,Kitisuru Ward
0800EWA,Uthiru/ruthimitu Ward
0800GAT,Kitisuru Ward
0800GIT,Uthiru/ruthimitu Ward
0800GKS,Kitisuru Ward
0800GMG,Parklands/highridge Ward
0800GPR,Parklands/highridge Ward
0800GRP,Kileleshwa Ward
0800GSK,Kitisuru Ward
0800HEK,Parklands/highridge Ward
0800HES,Kitisuru Ward
0800HOS,Kitisuru Ward
0800HTA,Kitisuru Ward
0800IAS,Uthiru/ruthimitu Ward
0800IGB,Kitisuru Ward
0800IGL,Kilimani Ward
0800IML,Kileleshwa Ward
0800IMP,Parklands/highridge Ward
0800ISK,Karura Ward
0800JCR,Kileleshwa Ward
0800JGG,Kilimani Ward
0800JJ.,Kilimani Ward
0800KAH,Kitisuru Ward
0800KAS,Kitisuru Ward
0800KBA,Uthiru/ruthimitu Ward
0800KBB,Parklands/highridge Ward
0800KBL,Parklands/highridge Ward
0800KBY,Kitisuru Ward
0800KGT,Kitisuru Ward
0800KHC,Kitisuru Ward
0800KIN,Uthiru/ruthimitu Ward
0800KIR,Karura Ward
0800KKC,Kitisuru Ward
0800KKI,Kileleshwa Ward
0800KLH,Parklands/highridge Ward
0800KMC,Kitisuru Ward
0800KMD,Kitisuru Ward
0800KMR,Kitisuru Ward
0800KNE,Kitisuru Ward
0800KNG,Kileleshwa Ward
0800KNN,Kitisuru Ward
0800KNO,Kitisuru Ward
0800KRA,Kitisuru Ward
0800KRN,Kileleshwa Ward
0800KSP,Kitisuru Ward
0800LAA,Kitisuru Ward
0800LKM,Kitisuru Ward
0800LMI,Kileleshwa Ward
0800LNN,Kilimani Ward
0800LRS,Kileleshwa Ward
0800LUN,Parklands/highridge Ward
0800LVI,Kitisuru Ward
0800LVW,Kitisuru Ward
0800LWE,Kitisuru Ward
0800MAG,Karura Ward
0800MAY,Parklands/highridge Ward
0800MGJ,Kileleshwa Ward
0800MMS,Kitisuru Ward
0800MPS,Parklands/highridge Ward
0800MRI,Kileleshwa Ward
0800MTG,Uthiru/ruthimitu Ward
0800MUI,Kileleshwa Ward
0800MUN,Kileleshwa Ward
0800MUS,Parklands/highridge Ward
0800MWG,Kileleshwa Ward
0800MWM,Kitisuru Ward
0800N'A,Kitisuru Ward
0800NDJ,Kitisuru Ward
0800NGR,Ngara Ward Ward
0800NJG,Parklands/highridge Ward
0800NKE,Kitisuru Ward
0800NMA,Kileleshwa Ward
0800NTD,Kileleshwa Ward
0800OAG,Parklands/highridge Ward
0800ODO,Kitisuru Ward
0800OG/,Kitisuru Ward
0800OID,Parklands/highridge Ward
0800OKC,Kileleshwa Ward
0800OMO,Kitisuru Ward
0800OOK,Kitisuru Ward
0800ORI,Kileleshwa Ward
0800ORS,Kileleshwa Ward
0800OSO,Kitisuru Ward
0800PBB,Kileleshwa Ward
0800PEP,Kitisuru Ward
0800PLP,Kileleshwa Ward
0800PMN,Kileleshwa Ward
0800PPN,Parklands/highridge Ward
0800PPT,Parklands/highridge Ward
0800PSC,Parklands/highridge Ward
0800QPK,Kileleshwa Ward
0800RAH,Kitisuru Ward
0800RAZ,Kitisuru Ward
0800REG,Uthiru/ruthimitu Ward
0800RER,Parklands/highridge Ward
0800RGR,Kitisuru Ward
0800RHC,Parklands/highridge Ward
0800RLN,Kileleshwa Ward
0800RRD,Kilimani Ward
0800SAC,Karura Ward
0800SAP,Kitisuru Ward
0800SFA,Karura Ward
0800SHK,Ngara Ward Ward
0800SNN,Kilimani Ward
0800SRT,Parklands/highridge Ward
0800STC,Karura Ward
0800STR,Kilimani Ward
0800STT,Kilimani Ward
0800STY,Kilimani Ward
0800SWZ,Kitisuru Ward
0800TAC,Kitisuru Ward
0800TAS,Kileleshwa Ward
0800TCB,Kitisuru Ward
0800TGR,Karura Ward
0800TIU,Kitisuru Ward
0800TOT,Kitisuru Ward
0800TRR,Kileleshwa Ward
0800TTM,Parklands/highridge Ward
0800UAK,Kitisuru Ward
0800UNK,Kitisuru Ward
0800URI,Uthiru/ruthimitu Ward
0800UTH,Uthiru/ruthimitu Ward
0800UWI,Uthiru/ruthimitu Ward
0800VRJ,Kileleshwa Ward
0800WAR,Kitisuru Ward
0800WDC,Parklands/highridge Ward
0800WHC,Kitisuru Ward
0800WHS,Parklands/highridge Ward
0800WPB,Kileleshwa Ward
0800WST,Parklands/highridge Ward
0800YAE,Kitisuru Ward
0800YSB,Kitisuru Ward
0800YUE,Parklands/highridge Ward
0800YYA,Kilimani Ward
080185_,Kileleshwa Ward
0801AAL,Kitisuru Ward
0801ABE,Kileleshwa Ward
0801ACI,Kilimani Ward
0801ACR,Ngara Ward Ward
0801AEG,Uthiru/ruthimitu Ward
0801AEH,Kitisuru Ward
0801AFL,Kileleshwa Ward
0801AGM,Kitisuru Ward
0801AKA,Uthiru/ruthimitu Ward
0801AOA,Parklands/highridge Ward
0801APH,Karura Ward
0801ATI,Mountain View Ward
0801AUT,Uthiru/ruthimitu Ward
0801AWM,Kitisuru Ward
0801AYA,Kitisuru Ward
0801BCM,Kitisuru Ward
0801BER,Kileleshwa Ward
0801BIL,Parklands/highridge Ward
0801BKL,Parklands/highridge Ward
0801BME,Kitisuru Ward
0801BPA,Kileleshwa Ward
0801BRD,Parklands/highridge Ward
0801BRK,Kileleshwa Ward
0801BYS,Karura Ward
0801C8J,Uthiru/ruthimitu Ward
0801CFY,Kileleshwa Ward
0801CHR,Kileleshwa Ward
0801CNG,Uthiru/ruthimitu Ward
0801COV,Kilimani Ward
0801CPS,Kileleshwa Ward
0801CUS,Mountain View Ward
0801DCR,Kileleshwa Ward
0801DEL,Kileleshwa Ward
0801DEP,Uthiru/ruthimitu Ward
0801DMN,Uthiru/ruthimitu Ward
0801DOS,Kitisuru Ward
0801DPR,Kilimani Ward
0801DRU,Parklands/highridge Ward
0801ECK,Uthiru/ruthimitu Ward
0801EIV,Kileleshwa Ward
0801ELW,Parklands/highridge Ward
0801FLF,Kitisuru Ward
0801GAC,Kitisuru Ward
0801GCC,Uthiru/ruthimitu Ward
0801GIN,Kitisuru Ward
0801GMN,Parklands/highridge Ward
0801GMU,Uthiru/ruthimitu Ward
0801GNN,Kitisuru Ward
0801GNW,Kileleshwa Ward
0801HAI,Uthiru/ruthimitu Ward
0801HAU,Kitisuru Ward
0801HBE,Kitisuru Ward
0801HIR,Kileleshwa Ward
0801HVW,Kitisuru Ward
0801IAO,Kilimani Ward
0801IEB,Kitisuru Ward
0801IF',Kitisuru Ward
0801IKR,Ngara Ward Ward
0801ILA,Kitisuru Ward
0801IMA,Ngara Ward Ward
0801IMP,Kileleshwa Ward
0801IOR,Kileleshwa Ward
0801IRA,Parklands/highridge Ward
0801IUI,Kitisuru Ward
0801JCA,Kileleshwa Ward
0801JDU,Kitisuru Ward
0801JGG,Kilimani Ward
0801JGJ,Kileleshwa Ward
0801JNA,Kileleshwa Ward
0801KAC,Kileleshwa Ward
0801KAH,Kitisuru Ward
0801KAM,Kitisuru Ward
0801KAN,Kileleshwa Ward
0801KBI,Kitisuru Ward
0801KBP,Kitisuru Ward
0801KBT,Kitisuru Ward
0801KBU,Kitisuru Ward
0801KGD,Kileleshwa Ward
0801KGH,Uthiru/ruthimitu Ward
0801KHC,Kitisuru Ward
0801KIG,Kitisuru Ward
0801KIL,Kileleshwa Ward
0801KMP,Uthiru/ruthimitu Ward
0801KNG,Kileleshwa Ward
0801KNN,Kitisuru Ward
0801KPR,Kileleshwa Ward
0801KRH,Kitisuru Ward
0801KRW,Kitisuru Ward
0801LIO,Kileleshwa Ward
0801LKM,Kitisuru Ward
0801LKN,Kileleshwa Ward
0801LNI,Kileleshwa Ward
0801LNN,Kilimani Ward
0801LOT,Kileleshwa Ward
0801LVW,Kitisuru Ward
0801MAB,Kileleshwa Ward
0801MBM,Kitisuru Ward
0801MBR,Kitisuru Ward
0801MBT,Kitisuru Ward
0801MGI,Kileleshwa Ward
0801MNI,Kileleshwa Ward
0801MOS,Kitisuru Ward
0801MPS,Parklands/highridge Ward
0801MSO,Kileleshwa Ward
0801MUC,Uthiru/ruthimitu Ward
0801MUG,Kileleshwa Ward
0801MUM,Uthiru/ruthimitu Ward
0801MVT,Mountain View Ward
0801MWG,Kileleshwa Ward
0801MWK,Kileleshwa Ward
0801NAB,Kileleshwa Ward
0801NAE,Kileleshwa Ward
0801NAG,Kitisuru Ward
0801NAL,Kitisuru Ward
0801NEE,Kileleshwa Ward
0801NEI,Kileleshwa Ward
0801NGD,Karura Ward
0801NIG,Kileleshwa Ward
0801NRS,Uthiru/ruthimitu Ward
0801NSH,Kileleshwa Ward
0801NTM,Kitisuru Ward
0801OAH,Uthiru/ruthimitu Ward
0801OAM,Kitisuru Ward
0801OCF,Kileleshwa Ward
0801ODN,Kitisuru Ward
0801OII,Kitisuru Ward
0801OKI,Parklands/highridge Ward
0801OLK,Kileleshwa Ward
0801OLO,Kileleshwa Ward
0801OMH,Kitisuru Ward
0801OSA,Kitisuru Ward
0801PBN,Kileleshwa Ward
0801PKK,Parklands/highridge Ward
0801PKN,Kangemi Ward
0801PMB,Kileleshwa Ward
0801PPC,Kileleshwa Ward
0801PPI,Parklands/highridge Ward
0801PPN,Parklands/highridge Ward
0801PSC,Parklands/highridge Ward
0801PSE,Kitisuru Ward
0801PST,Kitisuru Ward
0801RGN,Uthiru/ruthimitu Ward
0801RHY,Kitisuru Ward
0801RIO,Uthiru/ruthimitu Ward
0801RLN,Kileleshwa Ward
0801RPD,Kileleshwa Ward
0801RQE,Kileleshwa Ward
0801RRN,Uthiru/ruthimitu Ward
0801RTI,Kitisuru Ward
0801SAF,Kileleshwa Ward
0801SDM,Kangemi Ward
0801SEP,Kitisuru Ward
0801SGS,Kangemi Ward
0801SHC,Uthiru/ruthimitu Ward
0801SNT,Kilimani Ward
0801SPA,Kangemi Ward
0801SRT,Parklands/highridge Ward
0801STC,Karura Ward
0801STM,Kileleshwa Ward
0801STU,Kilimani Ward
0801SVP,Kitisuru Ward
0801TGR,Kitisuru Ward
0801TI/,Kilimani Ward
0801TIE,Uthiru/ruthimitu Ward
0801TIG,Uthiru/ruthimitu Ward
0801TOT,Parklands/highridge Ward
0801UEN,Uthiru/ruthimitu Ward
0801UIT,Mountain View Ward
0801UON,Kitisuru Ward
0801VHW,Kitisuru Ward
0801WAC,Kitisuru Ward
0801WAL,Kitisuru Ward
0801WID,Uthiru/ruthimitu Ward
0801WPB,Kileleshwa Ward
0801YGN,Kileleshwa Ward
0801YYA,Kilimani Ward
0801ZEN,Kitisuru Ward
0803GAT,Kitisuru Ward
0803LAV,Kilimani Ward
0803MDM,Kileleshwa Ward
0803NDT,Kitisuru Ward
0803OYA,Kileleshwa Ward
0810ACC,Kitisuru Ward
0810AIE,Kileleshwa Ward
0810AII,Uthiru/ruthimitu Ward
0810ARB,Kileleshwa Ward
0810ARK,Kitisuru Ward
0810ARM,Kitisuru Ward
0810BDI,Parklands/highridge Ward
0810BEL,Uthiru/ruthimitu Ward
0810CL',Parklands/highridge Ward
0810CNG,Uthiru/ruthimitu Ward
0810COP,Uthiru/ruthimitu Ward
0810CRO,Kitisuru Ward
0810CYH,Kileleshwa Ward
0810EDU,Parklands/highridge Ward
0810EGT,Uthiru/ruthimitu Ward
0810EIV,Kitisuru Ward
0810EOR,Kitisuru Ward
0810EUE,Parklands/highridge Ward
0810FTD,Kileleshwa Ward
0810GCR,Uthiru/ruthimitu Ward
0810GIC,Uthiru/ruthimitu Ward
0810GIT,Uthiru/ruthimitu Ward
0810GOA,Parklands/highridge Ward
0810GWI,Kileleshwa Ward
0810'HI,Kitisuru Ward
0810HON,Kileleshwa Ward
0810IA-,Kitisuru Ward
0810ICK,Kileleshwa Ward
0810IKA,Uthiru/ruthimitu Ward
0810INL,Parklands/highridge Ward
0810INO,Nairobi Central Ward
0810IOA,Karura Ward
0810IRT,Uthiru/ruthimitu Ward
0810JUN,Kitisuru Ward
0810KAM,Kitisuru Ward
0810KAR,Kitisuru Ward
0810KBA,Uthiru/ruthimitu Ward
0810KBB,Kitisuru Ward
0810KBT,Kitisuru Ward
0810/KI,Kitisuru Ward
0810KIN,Uthiru/ruthimitu Ward
0810KMI,Kitisuru Ward
0810KPL,Uthiru/ruthimitu Ward
0810KPR,Kileleshwa Ward
0810KRC,Kitisuru Ward
0810LIO,Parklands/highridge Ward
0810LLA,Parklands/highridge Ward
0810LOR,Kitisuru Ward
0810MAE,Karura Ward
0810MCP,Nairobi Central Ward
0810MOH,Parklands/highridge Ward
0810MOI,Parklands/highridge Ward
0810MRE,Kitisuru Ward
0810MRG,Kitisuru Ward
0810MSM,Ngara Ward Ward
0810MTG,Uthiru/ruthimitu Ward
0810MUG,Uthiru/ruthimitu Ward
0810MUR,Kileleshwa Ward
0810NAS,Kitisuru Ward
0810NCO,Kilimani Ward
0810NDG,Kitisuru Ward
0810NIQ,Parklands/highridge Ward
0810NMI,Kitisuru Ward
0810NNN,Kitisuru Ward
0810NPN,Nairobi Central Ward
0810NQU,Parklands/highridge Ward
0810NSH,Kitisuru Ward
0810NUE,Parklands/highridge Ward
0810OII,Parklands/highridge Ward
0810OMH,Kitisuru Ward
0810OPT,Kitisuru Ward
0810ORA,Kitisuru Ward
0810OSA,Parklands/highridge Ward
0810PET,Kitisuru Ward
0810RGA,Kangemi Ward
0810RIR,Uthiru/ruthimitu Ward
0810RL.,Parklands/highridge Ward
0810R/O,Kitisuru Ward
0810ROA,Kilimani Ward
0810ROO,Parklands/highridge Ward
0810RUG,Uthiru/ruthimitu Ward
0810SAI,Parklands/highridge Ward
0810SGB,Kitisuru Ward
0810SIG,Uthiru/ruthimitu Ward
0810SIT,Uthiru/ruthimitu Ward
0810SMO,Kitisuru Ward
0810SOE,Kilimani Ward
0810SRA,Parklands/highridge Ward
0810SVB,Parklands/highridge Ward
0810SVI,Parklands/highridge Ward
0810SYY,Kileleshwa Ward
0810TNA,Uthiru/ruthimitu Ward
0810TNG,Kitisuru Ward
0810UAS,Parklands/highridge Ward
0810UJN,Parklands/highridge Ward
0810UON,Kitisuru Ward
0810UTH,Uthiru/ruthimitu Ward
0810VIU,Nairobi Central Ward
0810VWO,Kitisuru Ward
0810WIA,Kitisuru Ward
0810WJM,Uthiru/ruthimitu Ward
0810WKU,Kitisuru Ward
0810WOA,Kitisuru Ward
0810WPS,Parklands/highridge Ward
0810WRA,Kitisuru Ward
0810WST,Parklands/highridge Ward
0810ZAB,Uthiru/ruthimitu Ward
0810ZEN,Kitisuru Ward
0811AAC,Kileleshwa Ward
0811AAK,Kitisuru Ward
0811AAP,Uthiru/ruthimitu Ward
0811ABC,Kileleshwa Ward
0811ABI,Uthiru/ruthimitu Ward
0811AEU,Kitisuru Ward
0811AFT,Kileleshwa Ward
0811AGA,Kileleshwa Ward
0811AKK,Kitisuru Ward
0811/AM,Mountain View Ward
0811ANG,Ngara Ward Ward
0811APN,Uthiru/ruthimitu Ward
0811ARK,Kitisuru Ward
0811ASR,Kitisuru Ward
0811AT.,Parklands/highridge Ward
0811AUM,Parklands/highridge Ward
0811CAR,Parklands/highridge Ward
0811CNG,Uthiru/ruthimitu Ward
0811CRU,Kileleshwa Ward
0811CSA,Kitisuru Ward
0811CSL,Kileleshwa Ward
0811DAC,Kileleshwa Ward
0811DHE,Uthiru/ruthimitu Ward
0811ECA,Kileleshwa Ward
0811ECK,Uthiru/ruthimitu Ward
0811EIS,Uthiru/ruthimitu Ward
0811ELH,Uthiru/ruthimitu Ward
0811ENR,Uthiru/ruthimitu Ward
0811EOK,Kitisuru Ward
0811ETT,Uthiru/ruthimitu Ward
0811EYH,Kitisuru Ward
0811/FC,Parklands/highridge Ward
0811FLA,Kileleshwa Ward
0811GCN,Uthiru/ruthimitu Ward
0811GGN,Parklands/highridge Ward
0811GIT,Uthiru/ruthimitu Ward
0811IAA,Kitisuru Ward
0811IEC,Kileleshwa Ward
0811IHG,Mountain View Ward
0811IHR,Uthiru/ruthimitu Ward
0811IKA,Uthiru/ruthimitu Ward
0811IKM,Kitisuru Ward
0811INI,Kileleshwa Ward
0811IRS,Uthiru/ruthimitu Ward
0811ISA,Parklands/highridge Ward
0811ISE,Kitisuru Ward
0811ISK,Karura Ward
0811ITE,Uthiru/ruthimitu Ward
0811JMK,Uthiru/ruthimitu Ward
0811JOR,Uthiru/ruthimitu Ward
0811KAM,Kitisuru Ward
0811KAR,Kileleshwa Ward
0811KBP,Kitisuru Ward
0811KIM,Kitisuru Ward
0811KIN,Uthiru/ruthimitu Ward
0811KND,Kileleshwa Ward
0811KNM,Kangemi Ward
0811KNR,Kangemi Ward
0811KRH,Kitisuru Ward
0811KSA,Kitisuru Ward
0811LAA,Parklands/highridge Ward
0811LSE,Uthiru/ruthimitu Ward
0811MAA,Kitisuru Ward
0811MAY,Parklands/highridge Ward
0811MBR,Kitisuru Ward
0811MGN,Karura Ward
0811MKE,Uthiru/ruthimitu Ward
0811MRA,Kitisuru Ward
0811MUG,Uthiru/ruthimitu Ward
0811MUM,Ngara Ward Ward
0811MUS,Kileleshwa Ward
0811MWM,Kitisuru Ward
0811NAA,Kitisuru Ward
0811NIN,Kitisuru Ward
0811NNS,Mountain View Ward
0811OKL,Kileleshwa Ward
0811OKO,Uthiru/ruthimitu Ward
0811ONT,Kitisuru Ward
0811OTD,Mountain View Ward
0811PAE,Kitisuru Ward
0811PAO,Kitisuru Ward
0811PBG,Kileleshwa Ward
0811P/N,Kileleshwa Ward
0811POA,Kangemi Ward
0811PPO,Parklands/highridge Ward
0811RAM,Kilimani Ward
0811RDH,Kitisuru Ward
0811RKH,Kileleshwa Ward
0811RMI,Kilimani Ward
0811RNG,Uthiru/ruthimitu Ward
0811RNR,Uthiru/ruthimitu Ward
0811RUG,Kitisuru Ward
0811SAB,Kileleshwa Ward
0811SAV,Kilimani Ward
0811SIG,Uthiru/ruthimitu Ward
0811SKO,Mountain View Ward
0811SLT,Kilimani Ward
0811SNU,Kilimani Ward
0811'SO,Kileleshwa Ward
0811SRI,Kileleshwa Ward
0811SSS,Karura Ward
0811STR,Kilimani Ward
0811SUU,Ngara Ward Ward
0811SVI,Parklands/highridge Ward
0811SVL,Kitisuru Ward
0811SYJ,Kileleshwa Ward
0811TAM,Kilimani Ward
0811TGI,Uthiru/ruthimitu Ward
0811TIP,Parklands/highridge Ward
0811TKD,Kitisuru Ward
0811TLR,Kileleshwa Ward
0811TMS,Kilimani Ward
0811TSI,Uthiru/ruthimitu Ward
0811UER,Kitisuru Ward
0811UEU,Uthiru/ruthimitu Ward
0811UGC,Uthiru/ruthimitu Ward
0811UHG,Uthiru/ruthimitu Ward
0811UUI,Uthiru/ruthimitu Ward
0811WAG,Kitisuru Ward
0811WIM,Kileleshwa Ward
0811ZOP,Uthiru/ruthimitu Ward
0812GRT,Ngara Ward Ward
0812KAK,Nairobi Central Ward
0812WST,Kileleshwa Ward
0813KGT,Kangemi Ward
0813KKS,Uthiru/ruthimitu Ward
0813LMT,Kitisuru Ward
0813WSA,Parklands/highridge Ward
1050COM,Kilimani Ward
081178_,Uthiru/ruthimitu Ward
